Trade Date,Position,Exit_Date,ret%,duration,dd_overall%,dd_trade%,dd_cumulative%
2001-01-10,1.0,2001-02-09,2.1829965334855927,22.0,-10.027951607044624,-16.84029333773254,-16.771368379506235
2001-02-12,-1.0,2001-02-14,-2.8084505335468246,3.0,-1.4793144928956503,-1.0496665922418535,-18.250682872401885
2001-02-15,1.0,2001-03-02,0.0,11.0,0.0,-0.08333333333334787,-18.250682872401885
2001-03-05,-1.0,2001-04-10,19.957756167920525,27.0,9.093359969585773,-9.16438697824011,-9.15732290281611
2001-04-11,1.0,2001-05-31,1.1787950775076217,35.0,-8.134898558103655,-12.967488957241684,-17.292221460919766
2001-06-01,-1.0,2001-06-05,-3.3938938886655667,3.0,-2.973728720916316,-4.465794433204051,-15.353761259719862
2001-06-06,0.0,2001-06-11,-0.5544835731486009,4.0,-0.46934948910299645,0.0,-15.823110748822858
2001-06-12,-1.0,2001-06-18,6.147656416369962,5.0,-1.7163749551131673,-0.7192433885303999,-17.539485703936027
2001-06-19,1.0,2001-07-06,-6.698364443607208,13.0,-5.98510887835174,-8.862028410386417,-16.633313694023965
2001-07-09,-1.0,2001-07-12,-3.5694226943606577,4.0,-2.9757094205419636,-7.165255559194763,-19.60902311456593
2001-07-13,0.0,2001-07-16,0.5261335810827328,2.0,0.0,0.0,-19.60902311456593
2001-07-17,-1.0,2001-07-17,0.0,1.0,0.0,0.0,-19.60902311456593
2001-07-18,0.0,2001-07-18,0.0,1.0,0.0,0.0,-19.60902311456593
2001-07-19,-1.0,2001-07-19,0.0,1.0,0.0,0.0,-19.60902311456593
2001-07-20,0.0,2001-07-20,0.0,1.0,0.0,0.0,-19.60902311456593
2001-07-23,-1.0,2001-08-01,0.0,8.0,0.0,-0.08333333333330971,-19.60902311456593
2001-08-02,0.0,2001-08-06,0.0,3.0,0.0,0.0,0.0
2001-08-07,-1.0,2001-08-24,6.568094817316283,14.0,-5.4484301196370835,-5.448518128450633,-5.4484301196370835
2001-08-27,1.0,2001-09-05,-10.049739802063462,7.0,-9.50218675174269,-10.290533246559983,-14.950616871379774
2001-09-06,-1.0,2001-10-04,8.027291749885745,17.0,0.08691072718337856,-7.61613903427651,-14.863706144196396
2001-10-05,1.0,2002-01-23,24.887150323539387,75.0,-4.717334295192472,-12.912023883043918,-12.84078905135983
2002-01-24,-1.0,2002-01-31,2.405466398835965,6.0,0.8958815771832968,-1.4110027904624143,-9.54454218871362
2002-02-01,1.0,2002-03-25,-15.84303501071902,36.0,-11.553697088136552,-15.545411229409305,-19.839795340782224
2002-03-26,-1.0,2002-03-26,-1.7552414995121834,1.0,-1.6671049258676316,0.0,-6.688440945386709
2002-03-27,1.0,2002-04-02,-0.8378961238447724,4.0,-0.7818539364177437,-4.516938649563353,-7.470294881804453
2002-04-03,-1.0,2002-06-06,18.853802676641962,46.0,-2.6284706352264573,-10.10654783016458,-10.098765517030909
2002-06-07,1.0,2002-06-19,1.6971040287557138,9.0,-5.359233731668782,-5.788958133151442,-5.788968434521166
2002-06-20,-1.0,2002-06-25,6.324238534626114,4.0,2.5123158177749265,-1.776393314291112,-3.2766526167462393
2002-06-26,1.0,2002-07-01,4.821352996748418,4.0,-5.18943842485962,-5.268802063361211,-5.18943842485962
2002-07-02,-1.0,2002-07-02,1.5700064847749218,1.0,1.4885319649812254,0.0,-3.7009064598783947
2002-07-03,1.0,2002-07-09,3.7213453944044295,4.0,-2.6772815000003987,-6.37805036437585,-6.378187959878794
2002-07-10,-1.0,2002-07-24,6.853207128788741,11.0,-1.2907941120476607,-6.712528070851012,-7.668982071926454
2002-07-25,1.0,2002-09-04,-0.8118812347446047,29.0,-9.030388052506664,-13.529174193168883,-13.45547984469243
2002-09-05,-1.0,2002-09-24,-9.07942209164011,14.0,-6.073925924438223,-8.64147359789727,-19.185373614010686
2002-09-25,1.0,2002-10-03,-0.8076939311849385,7.0,0.0,-5.660367124152961,-19.185373614010686
2002-10-04,-1.0,2002-10-04,3.7686230841952773,1.0,3.555304710028895,0.0,-2.1050749405919107
2002-10-07,1.0,2003-01-27,21.535211208534676,77.0,-10.859643984200682,-13.075944870505788,-12.964718924792592
2003-01-28,-1.0,2003-02-12,4.810788840661417,12.0,-0.5353301247071951,-1.4949102836542365,-12.92860138339319
2003-02-13,1.0,2003-03-10,0.5142705557563243,17.0,0.2043642235524168,-4.989723595561323,-7.974332305177938
2003-03-11,-1.0,2003-03-13,-6.329079773583768,3.0,-5.841330088861772,-7.486390274958671,-13.547816689927775
2003-03-14,1.0,2003-10-02,28.562364489976378,141.0,-2.0740216692425815,-7.144717035798423,-15.621838359170356
2003-10-03,-1.0,2003-10-07,-0.6720914557095004,3.0,-0.6427191554391531,-1.3732755806057502,-5.013002399008782
2003-10-08,0.0,2003-10-08,-0.5053816570339542,1.0,-0.480046862442679,0.0,-5.4930492614514606
2003-10-09,1.0,2003-11-19,-2.0308308257858343,30.0,-2.8123731083877264,-5.731685162104761,-8.305422369839187
2003-11-20,-1.0,2003-12-01,-6.675026881687929,7.0,-6.180252158696581,-6.030103919419286,-13.592577708256707
2003-12-02,0.0,2003-12-02,0.22813316513208282,1.0,0.19712398738320758,0.0,-13.3954537208735
2003-12-03,1.0,2003-12-09,-3.958571486635598,5.0,-3.4283028751356417,-3.3677973776846692,-16.82375659600914
2003-12-10,-1.0,2003-12-11,-2.1602958495590796,2.0,-1.7968529340755794,-2.149493209874832,-18.62060953008472
2003-12-12,1.0,2003-12-15,-0.050649017953985354,2.0,0.0,0.0,-18.62060953008472
2003-12-16,-1.0,2003-12-18,0.0,3.0,0.0,0.0,-18.62060953008472
2003-12-19,1.0,2004-02-04,-0.6951791741320323,31.0,0.0,-5.934503700074702,-18.62060953008472
2004-02-05,-1.0,2004-02-24,0.8681346589197503,13.0,-2.3441222280165825,-3.038146228861392,-8.200514898530217
2004-02-25,1.0,2004-02-27,0.1528511781711428,3.0,0.14514885539024108,-0.3558112626875998,-4.893950530738801
2004-03-01,-1.0,2004-03-01,-0.7510804957998829,1.0,-0.7143229878894132,0.0,-5.608273518628214
2004-03-02,1.0,2004-03-02,-0.8191365002706896,1.0,-0.7731970848445874,0.0,-6.381470603472801
2004-03-03,-1.0,2004-03-04,-1.0218456431298706,2.0,-0.9566368638006681,-0.9293119280140291,-7.338107467273469
2004-03-05,1.0,2004-03-05,1.4693935489843435,1.0,1.361567871242688,0.0,-5.976539596030781
2004-03-08,-1.0,2004-03-11,5.089714739394435,4.0,2.475385801975364,0.0,-3.5011537940554174
2004-03-12,1.0,2004-03-15,-1.6528104407153466,2.0,-1.6331252423716776,-1.753620812586578,-2.824138915732987
2004-03-16,-1.0,2004-03-17,-0.5274488423275936,2.0,-0.5125529543108166,-1.5599811299461548,-3.3366918700438037
2004-03-18,1.0,2004-03-19,-1.4228424806788098,2.0,-1.3753666113024698,-1.6684161165598894,-4.712058481346274
2004-03-22,-1.0,2004-03-25,-3.003706480256174,4.0,-2.8621700742985032,-3.7410090071199784,-7.574228555644777
2004-03-26,1.0,2004-03-30,1.8059426900240982,3.0,-0.13736670788386668,0.0,-7.711595263528643
2004-03-31,-1.0,2004-04-02,-3.298148648810173,3.0,-3.1033905933785544,-3.5042133969181433,-9.008462685925632
2004-04-05,1.0,2004-04-15,-2.1126543308166545,8.0,-1.9223366537424222,-3.4678406522511245,-10.930799339668054
2004-04-16,-1.0,2004-04-19,-0.8145955752994816,2.0,-0.7255537675336932,-1.2122634557185141,-11.656353107201747
2004-04-20,1.0,2004-04-20,-2.809386071075093,1.0,-2.481914110486047,0.0,-14.138267217687794
2004-04-21,-1.0,2004-04-30,3.7463014588255072,8.0,-2.65500571448532,-3.4080834157155815,-16.793272932173114
2004-05-03,1.0,2004-05-05,0.8515900865645687,3.0,-0.33206206463746585,0.0,-11.253689934528634
2004-05-06,-1.0,2004-05-06,-0.9684084286518457,1.0,-0.8699886415181657,0.0,-11.03303392507624
2004-05-07,1.0,2004-07-09,2.3437752759215336,43.0,-1.3021476609454172,-5.4055329813062905,-12.335181586021656
2004-07-12,-1.0,2004-07-21,2.7293520457349896,8.0,-0.5710872024036375,-2.2723440745269654,-9.518935372878321
2004-07-22,1.0,2005-01-06,10.940666882224303,118.0,-5.67721447898427,-7.122386534519435,-12.13992888081407
2005-01-07,-1.0,2005-03-10,3.2192069391492995,43.0,0.08542572040440219,-4.000211601705279,-5.1764893371943685
2005-03-11,1.0,2005-03-29,-4.810213097514171,12.0,-4.692847581442306,-3.4546366418903904,-7.132771004637712
2005-03-30,0.0,2005-04-01,0.4791903046274415,3.0,0.44501075752194086,-0.083333333333338,-6.687760247115772
2005-04-04,1.0,2005-10-12,3.4009669991247993,135.0,-4.006816236105952,-6.61764891561621,-10.694576483221724
2005-10-13,-1.0,2005-10-24,-4.601117779644404,8.0,-4.303794725471908,-3.7150839583668196,-10.765769150205367
2005-10-25,1.0,2006-05-16,2.127593860962951,140.0,-2.2853538406232583,-8.059625849406856,-13.051122990828626
2006-05-17,-1.0,2006-08-16,2.2431322883238014,64.0,-0.5849955196687227,-6.712629441539495,-9.45222265243642
2006-08-17,1.0,2007-07-31,23.924868005821654,239.0,-0.5189619461153427,-7.278039804365596,-7.34196042545333
2007-08-01,-1.0,2007-08-08,-3.385112858286532,6.0,-3.197429800680836,-2.999468102996111,-8.741796132404316
2007-08-09,1.0,2007-08-09,0.391946990460057,1.0,0.35768378360696435,0.0,-8.384112348797352
2007-08-10,-1.0,2007-08-10,-1.2468628819849559,1.0,-1.1423244971238768,0.0,-9.526436845921229
2007-08-13,1.0,2007-10-23,12.6218657819682,51.0,-4.9980128989510195,-4.513343398379207,-14.524449744872248
2007-10-24,-1.0,2007-10-31,-3.2326931768403067,6.0,-3.6391118662403534,-3.719418114574685,-3.6391118662403534
2007-11-01,1.0,2007-11-07,-1.815269774449646,5.0,-1.7492100766833745,-2.4325634440579056,-5.388321942923728
2007-11-08,-1.0,2007-11-14,5.283378759832935,5.0,1.894459845883982,-3.4938668994336584,-3.493862097039746
2007-11-15,1.0,2007-11-15,-0.23688584976464533,1.0,-0.2312858536011035,0.0,-2.595292048613095
2007-11-16,-1.0,2007-11-23,1.2824709185098149,5.0,0.3889428707411512,-1.0394341671137424,-2.206349177871944
2007-11-26,1.0,2007-12-17,-0.7829011110929818,16.0,-4.001854248665265,-5.348219932169185,-5.347959244542402
2007-12-18,-1.0,2007-12-19,1.7089670690001224,2.0,1.59853904244023,0.0,-3.7494202021021716
2007-12-20,1.0,2008-01-03,-1.442938486162848,9.0,-1.7827202226494692,-4.060880412935056,-5.513107260544546
2008-01-04,-1.0,2008-01-09,2.0941398179547654,4.0,1.0872528180344176,-1.8982200939360194,-4.032245515770858
2008-01-10,1.0,2008-01-28,-5.697114912501721,12.0,-6.219265914627746,-8.325821031022617,-9.351833883565963
2008-01-29,-1.0,2008-03-31,2.373489847272836,43.0,-1.6852394018047347,-7.47363255214038,-10.336456286342063
2008-04-01,1.0,2008-04-11,-1.8040117534029565,9.0,-1.68705653866046,-3.444933990551844,-8.170119330344981
2008-04-14,-1.0,2008-04-16,-2.8176790494212955,3.0,-2.5874713087374586,-2.9104637008563525,-10.75759063908244
2008-04-17,1.0,2008-06-23,3.4318266673055264,47.0,-0.43544378563408204,-6.923786606435847,-11.193034424716522
2008-06-24,-1.0,2008-07-01,1.6605462233985069,6.0,-1.9200840710808784,-1.6228344198266946,-9.615029907169385
2008-07-02,1.0,2008-09-04,-5.312140427244582,45.0,-4.984796892045063,-9.586842735383442,-11.14697463720878
2008-09-05,-1.0,2008-09-09,0.9910749200370494,3.0,-1.154508075612165,0.0,-12.301482712820945
2008-09-10,1.0,2008-09-23,-6.289056355661038,10.0,-6.3895775463658655,-7.775277285862163,-16.655952133509867
2008-09-24,-1.0,2008-10-02,10.558526383130218,7.0,-0.9665293710888034,-2.570717918846459,-16.876302230425086
2008-10-03,1.0,2008-10-15,-15.399794755309038,9.0,-12.577776288962578,-11.771361800991684,-19.60886033001774
2008-10-16,-1.0,2008-10-22,0.0,5.0,0.0,0.0,-19.60886033001774
2008-10-23,1.0,2008-11-05,8.02140709385446,10.0,0.0,-5.214817859261381,-19.60886033001774
2008-11-06,-1.0,2008-11-17,8.150758911999478,8.0,-0.629843167814613,-5.1082783851891005,-5.844418401083006
2008-11-18,1.0,2008-11-18,-1.3612807378762248,1.0,-1.3612807378762055,0.0,-1.3612807378762055
2008-11-19,-1.0,2008-11-19,5.608023203893375,1.0,1.3612807378762055,0.0,0.0
2008-11-20,1.0,2008-11-26,11.859890785932325,5.0,-2.5461727455144314,-0.45935832028907886,-2.5461727455144314
2008-11-28,-1.0,2008-12-02,2.890611283629174,3.0,-2.894035056020672,-2.896251568640667,-2.894035056020672
2008-12-03,1.0,2009-02-20,8.652779539765554,54.0,-7.862341004708909,-10.75641589947499,-10.75637606072958
2009-02-23,-1.0,2009-03-03,8.861674550596632,7.0,1.264713589501408,-3.0474865195893837,-7.084425291159313
2009-03-04,1.0,2009-05-14,22.041665086140206,51.0,-5.9057557345990705,-5.84738009063731,-6.133093580044641
2009-05-15,-1.0,2009-05-26,-4.532278615359697,7.0,-4.317626866250984,-4.264685360127805,-9.053693805765167
2009-05-27,1.0,2009-06-22,1.3980743960645192,19.0,-0.11860460053027266,-5.0607814914484965,-9.17229840629544
2009-06-23,-1.0,2009-06-24,-0.9237894471890162,2.0,-0.8518983345325069,-1.6692013820211369,-8.634095119229679
2009-06-25,1.0,2009-07-07,-1.7663773291391016,8.0,-1.6138666303766882,-5.346026885306118,-10.247961749606366
2009-07-08,-1.0,2009-07-15,-5.745460833762728,6.0,-5.156668205180114,-6.358533951487674,-15.404629954786481
2009-07-16,1.0,2009-10-27,15.746070157432213,73.0,1.8036201943255503,-4.230231057489557,-13.601009760460931
2009-10-28,-1.0,2009-10-30,2.510917873219598,3.0,-0.15441218101504284,-1.6289222572532482,-2.394076867667931
2009-11-02,1.0,2010-01-25,7.930996806694712,57.0,-5.21575036418549,-5.215641251871754,-5.21575036418549
2010-01-26,-1.0,2010-02-02,1.223863592222596,6.0,-1.0897254462571615,-1.8828751126294434,-5.983515911418864
2010-02-03,1.0,2010-02-03,1.4598516412581253,1.0,1.4054017999586947,0.0,-2.324418392763179
2010-02-04,-1.0,2010-02-04,1.4024087006456964,1.0,1.369810854866181,0.0,-0.9546075378969979
2010-02-05,1.0,2010-02-10,0.39251223442402505,4.0,-0.4202083573770313,-0.7222506877973266,-1.3748158952740293
2010-02-11,-1.0,2010-02-25,-3.6662035816637517,10.0,-4.2232913542695485,-2.784795586690133,-4.7891336091195145
2010-02-26,1.0,2010-05-06,4.422067522356854,49.0,-3.6070220340542916,-7.895130378782736,-7.8183229415541415
2010-05-07,-1.0,2010-05-11,-4.012147456589322,3.0,-3.797435063013664,-5.020005219838073,-11.615758004567805
2010-05-12,1.0,2010-05-13,-0.882409673352802,2.0,-0.7807844241599776,-1.5889388824466915,-12.297572177255962
2010-05-14,-1.0,2010-05-27,2.5934663388824664,10.0,0.05678737897126529,-3.28991367027269,-12.240784798284697
2010-05-28,1.0,2010-06-24,-1.5091663308020586,19.0,-4.347737396414255,-6.146947794605763,-14.370776629704682
2010-06-25,-1.0,2010-07-14,0.20242231827036772,13.0,0.17938475319021346,-6.372171990932131,-11.201556477470357
2010-07-15,1.0,2010-07-16,-2.330804143020604,2.0,-2.0697178005609382,-2.76194820450822,-13.271274278031294
2010-07-19,-1.0,2010-07-23,-3.3328400538198077,5.0,-2.890529709029277,-3.2066696510695074,-16.161803987060573
2010-07-26,1.0,2010-08-11,-1.7364361821780028,13.0,-1.455796770053988,-3.5683359608254133,-17.61760075711456
2010-08-12,-1.0,2010-08-27,-2.724156260539279,12.0,-2.536419368140366,0.0,-20.154020125254927
2010-08-30,1.0,2011-03-11,25.960408362261322,135.0,0.0,-4.732615453332636,-20.154020125254927
2011-03-14,-1.0,2011-03-17,2.1198825568423896,4.0,-0.7514689552567246,-0.8592838222221775,-4.810494395717649
2011-03-18,1.0,2011-03-21,-0.523863410274239,2.0,-2.3870401882947982,0.0,-4.4122296442034665
2011-03-22,-1.0,2011-03-24,-1.9139631867386986,3.0,-1.865378309959977,-2.3323334146968286,-4.403821949594658
2011-03-25,1.0,2011-05-24,-0.9121826594789662,42.0,-1.407820780869832,-4.554275712074508,-5.81164273046449
2011-05-25,-1.0,2011-06-03,0.10146956412697694,7.0,-3.269513276352139,-2.8751838560372978,-8.54534698524723
2011-06-06,1.0,2011-08-01,2.882043672450574,40.0,-3.9251348497386482,-3.7586024732753125,-9.10485235997523
2011-08-02,-1.0,2011-08-08,11.392620679195797,5.0,0.5987083959147401,-0.921067796852556,-2.587618350805267
2011-08-09,1.0,2011-08-12,3.0778952262796144,4.0,-4.152816116555943,-4.1528011160680816,-4.152816116555943
2011-08-15,-1.0,2011-08-30,-1.8322123776731591,12.0,-8.587036198579186,-8.58702148981275,-8.587036198579186
2011-08-31,0.0,2011-09-01,-0.6485438457910941,2.0,-0.59285315098936,0.0,-9.179889349568548
2011-09-02,-1.0,2011-09-14,-3.282082393863106,8.0,-2.980790861744781,-3.9672535753180123,-12.160680211313329
2011-09-15,0.0,2011-09-16,-1.1582264782152185,2.0,-1.0173782600767247,0.0,-13.178058471390052
2011-09-19,1.0,2011-09-21,-0.9538942493148572,3.0,-0.8281895073849077,-2.1791300340813815,-14.00624797877496
2011-09-22,-1.0,2011-10-06,-5.530473370871003,11.0,-4.365929436280738,-3.7997030048199973,-18.3721774150557
2011-10-07,1.0,2011-10-20,-1.0700372296443383,10.0,0.0,-2.413476032380987,-18.3721774150557
2011-10-21,-1.0,2011-10-21,0.8254443783536125,1.0,0.8055224528273341,0.0,-1.607956401557861
2011-10-24,1.0,2011-11-17,-3.307654664656101,19.0,-3.6687222283631247,-5.357584674693064,-5.276678629920985
2011-11-18,-1.0,2011-11-25,5.279662134633134,5.0,0.7255840540811492,-0.31403574130862955,-4.551094575839836
2011-11-28,1.0,2012-04-18,20.27231648231973,98.0,-4.825864294227524,-5.101272979556916,-5.101471593105589
2012-04-19,-1.0,2012-04-23,1.536458124602147,3.0,0.35669069607215664,0.0,-2.0462965350237403
2012-04-24,1.0,2012-05-04,-0.26814645927834,9.0,-2.8742985903200244,-3.857851899773615,-3.7777485893590903
2012-05-07,-1.0,2012-05-09,-0.6580368827460825,3.0,-1.2875428161006646,0.0,-5.065291405459755
2012-05-10,1.0,2012-05-11,-1.1631822505722367,2.0,-1.1118751365193116,-0.019032493235842968,-5.522801629569074
2012-05-14,-1.0,2012-05-14,-0.8187450196550761,1.0,-0.7735273563675495,0.0,-6.296328985936624
2012-05-15,1.0,2012-05-23,-2.1695707544116094,7.0,-4.597218544728272,-4.037871205242226,-10.893547530664897
2012-05-24,-1.0,2012-06-05,2.5494418984999934,8.0,-0.21256140620843494,-1.2498975758217683,-8.541857834276241
2012-06-06,1.0,2012-07-16,1.8936287370054483,28.0,-0.32656615500850295,-3.8502768989147618,-6.318771257563767
2012-07-17,-1.0,2012-07-26,0.9565804848129966,8.0,-1.7057498776177793,-2.4668098192498777,-5.917796360969941
2012-07-27,1.0,2012-10-10,4.071372573959864,53.0,-1.6472595104613728,-5.021978567677464,-4.943017123671513
2012-10-11,-1.0,2012-10-22,2.798878750248157,8.0,-0.32241864285451893,-2.11348778701117,-5.265435766526032
2012-10-23,1.0,2013-04-22,5.831844492730709,122.0,-4.464805543151724,-5.829599572533725,-6.74729297247066
2013-04-23,-1.0,2013-04-29,-0.9705379843928275,5.0,-0.9534877744741808,-1.1463817257464182,-2.710267024007293
2013-04-30,1.0,2013-06-14,2.640698550473619,33.0,-0.587150937550821,-3.3780234592153624,-3.2974179615581134
2013-06-17,-1.0,2013-06-24,5.064791995057116,6.0,-0.2545606666323044,-0.8254112648486587,-2.9732481288148827
2013-06-25,1.0,2013-06-28,0.31477830046895416,4.0,-1.15044811081483,0.0,-1.15044811081483
2013-07-01,-1.0,2013-07-01,0.6893445400784515,1.0,0.0,0.0,0.0
2013-07-02,1.0,2014-01-29,18.48703951165529,146.0,-4.336524345491421,-4.336579051523036,-4.336524345491421
2014-01-30,-1.0,2014-02-05,2.691146938891542,5.0,0.5357150693526574,-0.7082059892052148,-3.800809276138764
2014-02-06,1.0,2014-03-26,2.5348538759548678,34.0,-2.290063360317781,-4.052301371191951,-4.052143009095643
2014-03-27,-1.0,2014-04-08,0.8642549754709794,9.0,-2.5751000829234885,-3.0054330951197876,-6.627243092019132
2014-04-09,1.0,2014-04-21,-0.18537659234660886,8.0,-3.2161326268933728,-4.224166731696323,-6.4390415080873105
2014-04-22,-1.0,2014-05-09,0.696844067197433,14.0,-0.6060735759329985,-2.0809315825345003,-4.008384530815162
2014-05-12,1.0,2014-05-13,0.48279246884477267,2.0,0.40234692518589626,0.0,-2.326828764535545
2014-05-14,-1.0,2014-05-15,0.6510269836114135,2.0,-0.1275361247490583,0.0,-2.387095600317234
2014-05-16,1.0,2014-10-03,12.35806597919369,98.0,-1.4725102351469457,-3.1766612683076554,-3.095753069000409
2014-10-06,-1.0,2014-10-14,5.888315808532618,7.0,0.23069359617544846,-1.873416836264607,-1.873415380572569
2014-10-15,1.0,2014-12-16,10.650640095630258,44.0,-5.678543637407203,-5.688326690640439,-5.688162585033739
2014-12-17,-1.0,2014-12-18,-4.1708364622231375,2.0,-3.9335925030960213,-2.4933630356620684,-9.62175508812976
2014-12-19,0.0,2014-12-26,0.2705405804526606,5.0,0.24450982838748747,0.0,-9.377245259742272
2014-12-29,1.0,2015-01-05,-3.400821071699378,5.0,-3.081917738961147,-3.49838291533991,-12.45916299870342
2015-01-06,-1.0,2015-01-14,0.7190840602301352,7.0,-1.390080575558046,-3.1343855696879594,-13.849243574261466
2015-01-15,1.0,2015-01-27,-0.4285724594345397,8.0,-1.9258915826729797,-2.7048011276365345,-13.755562376308042
2015-01-28,-1.0,2015-02-03,1.7140975732477415,5.0,1.504848348500075,-2.0220008369229316,-10.702696193506215
2015-02-04,1.0,2015-03-16,4.434392097888762,28.0,0.5510949327155595,-3.903779435229153,-10.151601260790656
2015-03-17,-1.0,2015-03-20,-2.2985602475718236,4.0,-2.143570545662948,-1.567389006723243,-8.886474155546265
2015-03-23,1.0,2015-03-25,-2.8135070968828613,3.0,-2.5634855158539067,-2.640302396654097,-11.449959671400173
2015-03-26,-1.0,2015-03-30,-2.893826120352039,3.0,-2.562484196611281,-1.5667186816007546,-14.012443868011454
2015-03-31,1.0,2015-04-02,-0.920567332438138,3.0,-0.8483058626203382,-0.520931669521262,-14.860749730631792
2015-04-06,-1.0,2015-04-22,-3.5895082216847674,13.0,-3.2432916464253614,-1.9775324752411962,-18.047308866149812
2015-04-23,1.0,2015-08-20,-0.551330788346549,84.0,0.0,-6.131873066689063,-18.047308866149812
2015-08-21,-1.0,2015-08-26,0.9224587388071193,4.0,0.8666160819196183,-4.371320616376786,-5.18705922497876
2015-08-27,1.0,2015-09-10,-0.9792950865099348,10.0,-4.451721503810908,-4.441993425020435,-9.638780728789667
2015-09-11,-1.0,2015-10-01,1.684149682248326,15.0,-2.809460969367561,-2.592788670051679,-8.92501866473171
2015-10-02,1.0,2016-01-04,9.922797441071562,64.0,-0.3804704809940617,-4.995872148581017,-4.914873639604083
2016-01-05,-1.0,2016-01-11,5.667532106798956,5.0,1.0645859442007493,-0.2757969984720581,-3.850287695403334
2016-01-12,1.0,2016-01-25,-3.808414813689598,9.0,-5.1865459570350065,-4.531269708148386,-5.462344722456491
2016-01-26,-1.0,2016-01-29,-1.0770682827459188,4.0,-1.0331916442101943,-3.4718100692747376,-5.10690166228297
2016-02-01,1.0,2016-02-02,-0.9833852948899602,2.0,-0.9331647749185767,-2.1604613413145555,-6.040066437201547
2016-02-03,-1.0,2016-02-10,6.636130994218781,6.0,1.6638053011687324,-0.33852141004317526,-4.376261136032815
2016-02-11,1.0,2016-05-04,11.189582388896401,58.0,-5.217509632399294,-5.634576509907975,-5.556029540231519
2016-05-05,-1.0,2016-05-26,-3.6098558642690293,16.0,-3.4092912060904803,-4.291197173401564,-8.965320746321998
2016-05-27,1.0,2016-06-24,-4.975356694117883,20.0,-4.529300008216615,-5.688173374019238,-13.494620754538614
2016-06-27,-1.0,2016-06-29,-3.299858300271097,3.0,-2.8545549372123418,-3.8975070237806144,-16.349175691750954
2016-06-30,0.0,2016-07-05,-0.19960317192226906,3.0,-0.1669696986583924,0.0,-16.51614539040935
2016-07-06,1.0,2016-10-31,9.399744767508533,83.0,1.0636487942854989,-3.08683402621754,-15.452496596123849
2016-11-01,-1.0,2016-11-08,0.1992678504520562,6.0,0.18199356731948557,-2.8669917394842104,-8.486882567710413
2016-11-09,1.0,2016-11-10,1.0890165913199246,2.0,0.9965930320717159,-1.6262431988379382,-7.490289535638698
2016-11-11,-1.0,2016-11-15,-1.3098502737662887,3.0,-1.2117386957778393,-1.3727688244931164,-8.702028231416536
2016-11-16,1.0,2018-02-05,37.289281752405245,306.0,0.23577190541833604,-7.572012828407418,-8.4662563259982
2018-02-06,-1.0,2018-02-08,-0.00779402687978159,3.0,-5.190585382274379,0.0,-12.684833647659552
2018-02-09,1.0,2018-03-19,5.899659880493635,26.0,-1.0171475387387843,-4.009631855034899,-8.518605727279494
2018-03-20,-1.0,2018-04-17,0.642207985586607,20.0,-1.914385710367191,-5.928826147341101,-5.9240276367075815
2018-04-18,0.0,2018-04-19,-0.01975340772883971,2.0,-0.01858321039578878,0.0,-5.942610847103371
2018-04-20,-1.0,2018-04-24,3.636571404893685,3.0,1.2303092377172968,0.0,-4.712301609386073
2018-04-25,1.0,2018-04-30,1.185269281504553,4.0,-0.2527004857200942,-0.7921885530726095,-2.7748472146996583
2018-05-01,-1.0,2018-05-04,-3.0037103929625997,4.0,-2.962656530025798,-1.9286828737466746,-4.3294282079138675
2018-05-07,1.0,2018-10-09,7.867879691648705,109.0,-0.26313464153759764,-4.431250116429787,-4.592562849451465
2018-10-10,-1.0,2018-10-12,1.6692907953874903,3.0,1.2881435809339061,-2.5193369567059625,-2.519350929122265
2018-10-15,1.0,2018-11-12,-3.967454506206014,21.0,-5.612348357233643,-7.931012597272014,-8.131699286355907
2018-11-13,-1.0,2018-11-28,-0.5271333718061433,11.0,-0.4934661470203272,-5.451592056597289,-6.88031748038397
2018-11-29,0.0,2018-12-04,0.4088146191129738,4.0,0.38068687541178703,-0.08333333333334977,-6.499630604972182
2018-12-06,-1.0,2018-12-24,11.37306878555966,13.0,-2.5628862369882253,-2.2316981998586236,-9.062516841960408
2018-12-26,1.0,2019-05-13,22.07927641700298,95.0,-6.556405318992795,-6.589735321476888,-6.556405318992795
2019-05-14,-1.0,2019-05-16,-2.5432787168585547,3.0,-2.376531055789613,-2.4603620988207684,-8.932936374782408
2019-05-17,1.0,2019-05-17,0.9782004481645235,1.0,0.8908184245121478,0.0,-8.04211795027026
2019-05-20,-1.0,2019-05-28,0.23439214213214488,6.0,-1.964836974897008,-1.0386157072912117,-10.006954925167268
2019-05-29,1.0,2019-08-05,3.0337809016838024,48.0,-2.779168857643033,-7.532453969815657,-10.605744758317561
2019-08-06,-1.0,2019-08-08,-2.380832804265487,3.0,-2.20332264235545,-2.7559284623753704,-9.65912388938098
2019-08-09,1.0,2019-08-12,-1.0913971494432184,2.0,-0.9859777466533339,-1.1415960581388154,-10.645101636034314
2019-08-13,-1.0,2019-08-13,-2.3182524174895525,1.0,-2.071472091467956,0.0,-12.71657372750227
2019-08-14,1.0,2019-08-14,0.3165597568831169,1.0,0.2763042020074685,0.0,-12.440269525494802
2019-08-15,-1.0,2019-09-05,-4.598142551017537,15.0,-4.0261212245044895,-5.356152873498721,-16.46639074999929
2019-09-06,1.0,2019-10-01,-2.408640153988273,18.0,-1.9175624342534143,-2.9156631585380755,-18.383953184252704
